title,series_type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
Looper,MOVIE,2012,R,119,"thriller, scifi, drama, crime, action",US,tt1276104,7.4,566791
"Crazy, Stupid, Love.",MOVIE,2011,PG-13,118,"romance, comedy, drama",US,tt1570728,7.4,507878
Sherlock Holmes: A Game of Shadows,MOVIE,2011,PG-13,129,"crime, thriller, action","US, GB",tt1515091,7.4,446531
Lady Bird,MOVIE,2017,R,94,"drama, comedy",US,tt4925292,7.4,277165
Uncut Gems,MOVIE,2019,R,130,"drama, thriller, comedy, crime",US,tt5727208,7.4,261956
The Bucket List,MOVIE,2007,PG-13,97,"drama, comedy, european",US,tt0825232,7.4,242733
A Nightmare on Elm Street,MOVIE,1984,R,91,horror,US,tt0087800,7.4,230543
Darkest Hour,MOVIE,2017,PG-13,125,"drama, war, history, thriller, family",GB,tt4555426,7.4,193208
Molly's Game,MOVIE,2017,R,140,"drama, crime, sport","CA, US, CN",tt4209788,7.4,165817
Begin Again,MOVIE,2013,R,104,"comedy, music, romance, drama",US,tt1980929,7.4,154049
Phantom Thread,MOVIE,2017,R,130,"romance, drama","US, GB",tt5776858,7.4,128600
Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"scifi, thriller, drama, horror, fantasy",US,tt7569592,7.4,90327
Felon,MOVIE,2008,R,103,"crime, thriller, drama, action",US,tt1117385,7.4,78039
Elite,SHOW,2018,TV-MA,48,"crime, drama, thriller",ES,tt7134908,7.4,73062
Locke & Key,SHOW,2020,TV-14,48,"scifi, thriller, drama, fantasy, horror",US,tt3007572,7.4,72031
Mirage,MOVIE,2018,R,129,"thriller, drama, documentation, fantasy, music, romance, european",ES,tt7919356,7.4,52657
Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,"drama, romance",IN,tt0248126,7.4,48818
Mudbound,MOVIE,2017,R,120,"drama, war",US,tt2396589,7.4,47676
Ginny & Georgia,SHOW,2021,TV-14,54,"drama, comedy",US,tt10813940,7.4,44573
The Ranch,SHOW,2016,TV-MA,30,"comedy, drama, western",US,tt4998212,7.4,37890
Virgin River,SHOW,2019,TV-14,44,"drama, romance",US,tt9077530,7.4,34797
Marcella,SHOW,2016,TV-MA,45,"crime, drama, european",GB,tt5269594,7.4,30373
The Hand of God,MOVIE,2021,R,130,drama,IT,tt12680684,7.4,30235
Forgotten,MOVIE,2017,,109,"thriller, horror, crime, scifi",KR,tt4236484,7.4,29804
What the Health,MOVIE,2017,,97,documentation,US,tt5541848,7.4,28911
Tamasha,MOVIE,2015,PG,139,"drama, comedy, romance",IN,tt3148502,7.4,26790
Jaane Tu... Ya Jaane Na,MOVIE,2008,,155,"drama, comedy, romance",IN,tt0473367,7.4,26738
Rurouni Kenshin Part I: Origins,MOVIE,2012,PG-13,134,"drama, war, action, history",JP,tt1979319,7.4,25793
Survivor,SHOW,2000,TV-PG,48,reality,US,tt0239195,7.4,24368
83,MOVIE,2021,,163,"drama, history, sport",IN,tt7518786,7.4,23781
Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,comedy,US,tt4341672,7.4,23674
Schumacher,MOVIE,2021,,112,"sport, documentation",DE,tt10322274,7.4,21558
American Factory,MOVIE,2019,,110,documentation,US,tt9351980,7.4,21415
Firefly Lane,SHOW,2021,TV-MA,52,"drama, romance",US,tt9012876,7.4,20300
Miss Americana,MOVIE,2020,R,85,"documentation, music",US,tt11388580,7.4,19151
Guzaarish,MOVIE,2010,PG,126,"drama, romance",IN,tt1438298,7.4,18466
Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,"thriller, crime, drama, romance, action",IN,tt1395054,7.4,17494
Meenakshi Sundareshwar,MOVIE,2021,,141,"comedy, romance",IN,tt13529034,7.4,17141
Kaminey,MOVIE,2009,PG-13,135,"drama, crime, action, thriller",IN,tt1274295,7.4,17136
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"crime, documentation, sport",US,tt11475228,7.4,16649
Marianne,SHOW,2019,TV-MA,49,"thriller, drama, horror",FR,tt10875696,7.4,14518
Raman Raghav 2.0,MOVIE,2016,,134,"thriller, crime, drama",IN,tt5662932,7.4,14380
Even the Rain,MOVIE,2010,,104,"drama, european, history","ES, FR, MX",tt1422032,7.4,13446
Peepli Live,MOVIE,2010,PG,104,"drama, comedy",IN,tt1447508,7.4,12265
Life in a Metro,MOVIE,2007,,124,"drama, comedy, romance",IN,tt0800956,7.4,11934
Kurup,MOVIE,2021,,155,"crime, thriller",IN,tt7026666,7.4,11582
White Gold,SHOW,2017,TV-MA,29,"comedy, european",GB,tt6010920,7.4,10981
Black Spot,SHOW,2017,TV-MA,55,"drama, thriller, crime, horror, european","BE, FR",tt6519410,7.4,10705
Total Drama Island,SHOW,2007,TV-PG,23,"action, reality, animation, family, comedy, drama",CA,tt1173427,7.4,10523
Bully,MOVIE,2011,PG-13,92,"drama, documentation",US,tt1682181,7.4,10266
Divines,MOVIE,2016,,105,"drama, crime, european","QA, FR",tt4730986,7.4,9739
House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,"documentation, crime, history",IN,tt14167390,7.4,9504
Downfall: The Case Against Boeing,MOVIE,2022,R,89,documentation,US,tt11893274,7.4,9428
The Confession Killer,SHOW,2019,TV-14,48,"crime, documentation",US,tt11307176,7.4,8733
The Comey Rule,SHOW,2020,TV-MA,82,"war, drama",US,tt9174536,7.4,8598
Fatma,SHOW,2021,TV-MA,42,"crime, drama, thriller",TR,tt11961378,7.4,8185
How to Become a Tyrant,SHOW,2021,TV-MA,27,"war, history, documentation",US,tt14832996,7.4,8041
AJ and the Queen,SHOW,2020,TV-14,52,"comedy, drama",US,tt8404094,7.4,7961
Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,"drama, action",JP,tt11991748,7.4,7958
Love & Anarchy,SHOW,2020,TV-MA,29,"comedy, drama, romance",SE,tt10888876,7.4,7896
Fantastic Fungi,MOVIE,2019,,81,documentation,US,tt8258074,7.4,7890
Secret City,SHOW,2016,TV-MA,50,"war, thriller",AU,tt4976512,7.4,7831
Long Shot,MOVIE,2017,,40,"documentation, crime, sport",US,tt7344360,7.4,7734
High Score,SHOW,2020,TV-14,42,"documentation, history",US,tt12759400,7.4,7733
Tales of the City,SHOW,2019,TV-MA,56,drama,US,tt7087260,7.4,7715
Get Me Roger Stone,MOVIE,2017,,100,"history, documentation",US,tt6714534,7.4,7333
Homecoming: A Film by Beyonc\\351,MOVIE,2019,PG-13,137,"music, documentation",US,tt10147546,7.4,7013
Dick Johnson Is Dead,MOVIE,2020,PG-13,89,"documentation, drama",US,tt11394180,7.4,6390
Call My Agent Bollywood,SHOW,2021,TV-MA,45,"drama, comedy",IN,tt13282662,7.4,6162
Black Money Love,SHOW,2014,TV-MA,90,"action, drama, romance, crime",TR,tt3565486,7.4,5975
AlRawabi School for Girls,SHOW,2021,TV-14,48,drama,JO,tt10183912,7.4,5708
Invader ZIM: Enter the Florpus,MOVIE,2019,,71,"drama, family, horror, action, fantasy, animation, comedy, scifi, thriller",US,tt6744342,7.4,5656
Soorma,MOVIE,2018,PG-13,131,"drama, sport",IN,tt7690638,7.4,5103
Shirkers,MOVIE,2018,,96,documentation,"GB, US, SG",tt7472352,7.4,5020
They'll Love Me When I'm Dead,MOVIE,2018,,98,documentation,US,tt6893836,7.4,4953
Black Earth Rising,SHOW,2018,TV-MA,59,"crime, thriller",GB,tt7660730,7.4,4790
Apaharan,MOVIE,2005,,173,"action, drama, crime",IN,tt0451631,7.4,4736
Alexa & Katie,SHOW,2018,TV-Y7,25,"comedy, drama",US,tt6916746,7.4,4687
Nailed It!,SHOW,2018,TV-PG,33,"reality, comedy",US,tt6987788,7.4,4682
Unauthorized Living,SHOW,2018,TV-MA,76,drama,ES,tt6970700,7.4,4555
Rocks,MOVIE,2019,,93,drama,GB,tt9067182,7.4,4552
Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,,90,"family, animation, drama, fantasy",JP,tt10477558,7.4,4503
Joe Rogan: Triggered,MOVIE,2016,,63,"comedy, documentation",US,tt6023444,7.4,4447
"Cairo 6,7,8",MOVIE,2010,,100,drama,EG,tt1764141,7.4,4346
Cathedral of the Sea,SHOW,2018,TV-MA,57,"drama, history",ES,tt4944694,7.4,4292
Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,"comedy, family, action, animation, european",FR,tt0213363,7.4,4185
G\\374eros,MOVIE,2015,,106,"drama, comedy",MX,tt3499048,7.4,4120
Us and Them,MOVIE,2018,,120,"romance, drama",CN,tt8521758,7.4,4026
Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,"drama, history, war, documentation, action",US,tt10551256,7.4,4022
I Am a Killer,SHOW,2018,TV-MA,46,"crime, documentation",GB,tt8300324,7.4,3937
Family Business,SHOW,2019,TV-MA,47,"comedy, family",FR,tt10423460,7.4,3907
Ink Master,SHOW,2012,TV-14,42,reality,US,tt1865740,7.4,3874
My Happy Family,MOVIE,2017,,119,drama,"FR, GE, DE",tt5791536,7.4,3826
My ID is Gangnam Beauty,SHOW,2018,TV-MA,63,"drama, comedy, romance",KR,tt8585954,7.4,3774
The Cook of Castamar,SHOW,2021,TV-MA,54,drama,ES,tt12626014,7.4,3637
Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,,61,comedy,US,tt11738792,7.4,3595
Danger Mouse,SHOW,1981,TV-Y,15,"comedy, family, scifi, animation, european",GB,tt0081848,7.4,3514
Donald Glover: Weirdo,MOVIE,2012,,65,"comedy, documentation",US,tt2345525,7.4,3511
John Mulaney & The Sack Lunch Bunch,MOVIE,2019,,70,"comedy, family, music",US,tt11318624,7.4,3498
Money Heist: The Phenomenon,MOVIE,2020,,57,documentation,ES,tt12078990,7.4,3419
Ronny Chieng: Asian Comedian Destroys America!,MOVIE,2019,,63,comedy,US,tt11248800,7.4,3077
Jeff Dunham's Very Special Christmas Special,MOVIE,2008,PG-13,85,"comedy, documentation",US,tt1295909,7.4,3028
Who Killed Little Gregory?,SHOW,2019,,60,"crime, drama, documentation, thriller",FR,tt11269714,7.4,2908
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,2017,,60,"comedy, documentation",US,tt6887486,7.4,2868
The Method,SHOW,2015,TV-MA,51,"drama, thriller, crime",RU,tt5135336,7.4,2784
Tig,MOVIE,2015,,95,documentation,US,tt3986532,7.4,2649
37 Seconds,MOVIE,2019,,115,drama,JP,tt6156138,7.4,2647
Joan Didion: The Center Will Not Hold,MOVIE,2017,,92,documentation,US,tt7253506,7.4,2596
Seth Meyers: Lobby Baby,MOVIE,2019,,61,comedy,US,tt11168100,7.4,2542
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,2016,PG-13,87,"comedy, documentation",US,tt6302122,7.4,2519
Mike Birbiglia: Thank God for Jokes,MOVIE,2017,,71,comedy,US,tt6608034,7.4,2465
Bleach the Movie: Hell Verse,MOVIE,2010,PG-13,94,"fantasy, animation, action",JP,tt1785394,7.4,2416
Generation 56K,SHOW,2021,TV-14,30,"comedy, drama, romance",IT,tt13524842,7.4,2317
Jeff Dunham: Controlled Chaos,MOVIE,2011,,90,"comedy, documentation",US,tt2058636,7.4,2272
Elite Short Stories: Guzm\\341n Caye Rebe,SHOW,2021,TV-MA,12,"drama, crime, thriller",ES,tt14668192,7.4,2254
Selection Day,SHOW,2018,TV-14,25,"drama, comedy, sport",IN,tt10656928,7.4,2176
Demetri Martin: Live (At The Time),MOVIE,2015,,61,"comedy, documentation",US,tt4512714,7.4,2163
Heneral Luna,MOVIE,2015,R,118,"action, drama, history, war",PH,tt4944352,7.4,2089
Trial 4,SHOW,2020,TV-MA,55,"documentation, crime",US,tt13363298,7.4,2039
Dream/Killer,MOVIE,2015,,107,"crime, documentation",US,tt4504438,7.4,1938
Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,"scifi, thriller, drama, fantasy",KR,tt14691616,7.4,1897
Beyond Stranger Things,SHOW,2017,TV-14,21,documentation,US,tt7570990,7.4,1883
Miles Davis: Birth of the Cool,MOVIE,2019,,115,"documentation, music",US,tt9358200,7.4,1771
Pa Paandi,MOVIE,2017,,125,"comedy, action, romance, family, drama",IN,tt6734886,7.4,1725
H,SHOW,1998,TV-MA,25,comedy,FR,tt0173554,7.4,1703
Sad Hill Unearthed,MOVIE,2017,,86,"documentation, european",ES,tt6997426,7.4,1593
Russell Howard: Recalibrate,MOVIE,2017,,69,comedy,GB,tt7736664,7.4,1587
Tokyo Trial,SHOW,2016,TV-MA,49,"drama, history","JP, US",tt6422918,7.4,1544
Vikruthi,MOVIE,2019,,123,"comedy, drama",IN,tt10608668,7.4,1544
Taj Mahal 1989,SHOW,2020,,34,"drama, comedy, romance",IO,tt11725706,7.4,1522
Do Do Sol Sol La La Sol,SHOW,2020,,60,"comedy, drama, music, romance",KR,tt12850262,7.4,1465
The Playbook,SHOW,2020,TV-MA,44,"documentation, sport",US,tt12930602,7.4,1360
The Black Godfather,MOVIE,2019,,118,"documentation, music",US,tt10289996,7.4,1341
The Blazing Sun,MOVIE,1954,,100,"romance, crime, drama",EG,tt0044429,7.4,1219
The Big Flower Fight,SHOW,2020,,39,reality,"GB, US",tt12200714,7.4,1178
Eddie: Strongman,MOVIE,2015,,98,documentation,GB,tt4334636,7.4,1158
One Day We'll Talk About Today,MOVIE,2020,,121,"drama, family, music, documentation",ID,tt10773114,7.4,1116
Immigration Nation,SHOW,2020,TV-MA,62,documentation,US,tt12754910,7.4,1096
Stay Here,SHOW,2018,TV-PG,32,reality,US,tt8773338,7.4,1095
Kevin James: Sweat the Small Stuff,MOVIE,2001,,42,"comedy, documentation",US,tt0305727,7.4,1083
That Thing Called Tadhana,MOVIE,2014,,110,"romance, comedy, drama",PH,tt4170532,7.4,1050
"Hello, Love, Goodbye",MOVIE,2019,,118,"drama, romance","HK, PH",tt10156112,7.4,1033
Komola Rocket,MOVIE,2018,,95,drama,BD,tt8506874,7.4,1017
Light the Night,SHOW,2021,TV-MA,57,"drama, thriller, crime",TW,tt15808044,7.4,968
Posesif,MOVIE,2017,,102,"drama, comedy, romance",ID,tt8425410,7.4,920
Sergio,MOVIE,2009,,94,documentation,US,tt1333656,7.4,880
Mystery Lab,SHOW,2020,TV-PG,37,"comedy, family, documentation, animation",BR,tt12723962,7.4,769
Song Exploder,SHOW,2020,TV-MA,27,"documentation, music",US,tt13110256,7.4,758
The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,31,"documentation, sport",ES,tt12048124,7.4,756
John Leguizamo's Latin History for Morons,MOVIE,2018,PG,89,"comedy, documentation",US,tt9777830,7.4,738
Te Ata,MOVIE,2017,PG,105,"drama, history",US,tt5225360,7.4,736
Bethany Hamilton: Unstoppable,MOVIE,2019,PG,99,"documentation, sport",US,tt6435258,7.4,705
The Circle France,SHOW,2020,,50,reality,FR,tt9581778,7.4,692
Terrace House: Tokyo 2019-2020,SHOW,2019,,46,"reality, drama",JP,tt10686814,7.4,691
Until Life Do Us Part,SHOW,2021,TV-MA,41,drama,PT,tt13053042,7.4,631
Strongest Deliveryman,SHOW,2017,TV-MA,55,"drama, romance",KR,tt7022748,7.4,626
Basketball or Nothing,SHOW,2019,TV-PG,0,"documentation, sport",US,tt10698408,7.4,614
The Parisian Agency: Exclusive Properties,SHOW,2021,TV-14,54,reality,FR,tt14746934,7.4,593
Oscar's Oasis,SHOW,2010,TV-Y,9,"animation, comedy, european",FR,tt2080922,7.4,572
Mehandi Circus,MOVIE,2019,,135,drama,IN,tt9665400,7.4,543
Born in Gaza,MOVIE,2014,,69,"documentation, european",ES,tt4205416,7.4,492
My Dead Ex,SHOW,2018,,25,"drama, scifi, comedy",US,tt7428106,7.4,478
Fated to Love You,SHOW,2008,TV-G,67,"drama, comedy, romance",TW,tt1483930,7.4,461
Smoking,SHOW,2018,TV-MA,24,"drama, crime, comedy",JP,tt8758778,7.4,456
Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"reality, documentation",US,tt10095402,7.4,285
Outback Truckers,SHOW,2012,TV-14,44,"reality, documentation",AU,tt5632186,7.4,264
Saawan,MOVIE,2016,,90,"drama, thriller",PK,tt5580778,7.4,239
9to5: The Story of A Movement,MOVIE,2020,,89,"documentation, history",US,tt11753730,7.4,228
The Legend of White Snake,SHOW,2019,TV-14,46,"scifi, drama, fantasy",CN,tt10628250,7.4,224
Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,"documentation, european",GB,tt7936386,7.4,206
Ayotzinapa: The Turtle's Pace,MOVIE,2018,,80,documentation,MX,tt8219520,7.4,204
Talentime,MOVIE,2009,,120,drama,MY,tt1351669,7.4,203
Stories of a Generation - with Pope Francis,SHOW,2021,TV-14,46,documentation,IT,tt13784364,7.4,202
Ayana,MOVIE,2017,,112,"drama, documentation",KG,tt6891660,7.4,128
The Governor,SHOW,2016,TV-14,45,drama,NG,tt7128052,7.4,100
David A. Arnold Fat Ballerina,MOVIE,2020,,60,comedy,US,tt11916980,7.4,71
The Defected,SHOW,2019,TV-14,42,"drama, crime",HK,tt10141612,7.4,68
Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,"family, animation",KR,tt15211330,7.4,66
Remember You,SHOW,2021,TV-MA,67,"action, crime, drama, romance",TH,tt15344082,7.4,65
The Paper,SHOW,2016,TV-MA,48,"drama, crime, action",HR,tt0341957,7.4,64
Battle Kitty,SHOW,2022,TV-Y7,32,"animation, action, comedy, family, fantasy, scifi",US,tt10050740,7.4,60
Sur Sapata,MOVIE,2019,,128,"drama, comedy, sport",IN,tt5338082,7.4,45
Inside West Coast Customs,SHOW,2011,TV-PG,47,reality,US,tt8358972,7.4,42
The Hospital,SHOW,2006,TV-14,48,drama,TW,tt2823414,7.4,40
Sons of the Caliphate,SHOW,2015,TV-14,39,drama,NG,tt10202268,7.4,32
Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"animation, fantasy",XX,tt4171600,7.4,31
Hire a Woman,MOVIE,2019,,109,"romance, comedy",,tt10279104,7.4,30
Starship Troopers,MOVIE,1997,R,129,"scifi, thriller, action",US,tt0120201,7.3,288960
Corpse Bride,MOVIE,2005,PG,77,"fantasy, romance, animation, drama, family",US,tt0121164,7.3,265023
The Conjuring 2,MOVIE,2016,R,134,"thriller, horror, drama",US,tt3065204,7.3,260693
Identity,MOVIE,2003,R,90,thriller,US,tt0340770,7.3,240433
El Camino: A Breaking Bad Movie,MOVIE,2019,R,123,"thriller, drama, crime, action",US,tt10819010,7.3,216847
"Girl, Interrupted",MOVIE,1999,R,127,"drama, european","US, DE",tt0172493,7.3,180532
The Disaster Artist,MOVIE,2017,R,104,"comedy, drama",US,tt3521126,7.3,149604
Monster,MOVIE,2003,R,110,"crime, drama, thriller, european",US,tt0340855,7.3,149218
Memoirs of a Geisha,MOVIE,2005,PG-13,145,"drama, romance, european","FR, JP, US",tt0397535,7.3,146847
Coach Carter,MOVIE,2005,PG-13,130,"drama, sport, european","US, DE",tt0393162,7.3,143670
The Ballad of Buster Scruggs,MOVIE,2018,R,132,"western, comedy, drama, romance",US,tt6412452,7.3,141528
Bridgerton,SHOW,2020,TV-MA,62,"drama, romance",US,tt8740790,7.3,122036
The Edge of Seventeen,MOVIE,2016,R,104,"comedy, drama",US,tt1878870,7.3,120488
The King,MOVIE,2019,R,140,"drama, history, romance, war","AU, US",tt7984766,7.3,119020
Okja,MOVIE,2017,PG-13,122,"drama, scifi, action","KR, US",tt3967856,7.3,116305
Lost in Space,SHOW,2018,TV-PG,49,"scifi, action, drama, thriller, family",US,tt5232792,7.3,96868
The Haunting of Bly Manor,SHOW,2020,TV-MA,55,"drama, scifi, thriller, horror",US,tt10970552,7.3,96015
Shot Caller,MOVIE,2017,R,120,"thriller, crime, drama",US,tt4633690,7.3,83961
The Fundamentals of Caring,MOVIE,2016,R,97,"drama, comedy",US,tt2452386,7.3,70542
Little Women,MOVIE,1994,PG,115,"drama, family, romance",US,tt0110367,7.3,57621
The Stranger,SHOW,2020,TV-MA,45,"crime, thriller, drama",GB,tt9698480,7.3,46564
Official Secrets,MOVIE,2019,R,112,"thriller, crime, drama, war, romance","GB, US",tt5431890,7.3,45200
The 4400,SHOW,2004,TV-14,44,"scifi, thriller, drama",US,tt0389564,7.3,44971
The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,,124,"romance, drama, history, war","GB, US, FR",tt1289403,7.3,44917
Archive 81,SHOW,2022,TV-MA,54,"scifi, drama, horror, thriller",US,tt13365348,7.3,43068
Talaash,MOVIE,2012,,149,"thriller, crime, fantasy, drama",IN,tt1787988,7.3,41752
Legacies,SHOW,2018,TV-14,42,"scifi, drama, fantasy, horror",US,tt8103070,7.3,28877
The Nightingale,MOVIE,2018,R,136,"thriller, drama, horror",AU,tt4068576,7.3,28196
3%,SHOW,2016,TV-MA,45,"scifi, action, drama, thriller",BR,tt4922804,7.3,25077
Wynonna Earp,SHOW,2016,TV-14,43,"action, scifi, western, drama, fantasy, thriller","US, CA",tt4878326,7.3,22256
Dirty John,SHOW,2018,TV-MA,44,"crime, drama",US,tt15438396,7.3,20817
Raat Akeli Hai,MOVIE,2020,,149,"thriller, crime, drama",IN,tt12567088,7.3,17570
Sweet Magnolias,SHOW,2020,TV-14,50,"drama, romance",US,tt9077540,7.3,17435
Glitch,SHOW,2015,TV-MA,52,"scifi, drama, horror, thriller",AU,tt4192782,7.3,17240
Blue Jay,MOVIE,2016,,81,"romance, drama",US,tt5912454,7.3,17033
The Best of Enemies,MOVIE,2019,PG-13,133,"drama, history",US,tt4807408,7.3,16441
The Professionals,MOVIE,1966,PG-13,117,"western, action, european",US,tt0060862,7.3,16168
Young & Hungry,SHOW,2014,TV-14,21,"comedy, drama, romance",US,tt2084712,7.3,15627
Badhaai Do,MOVIE,2022,,147,"comedy, drama, crime",IN,tt11934846,7.3,15032
Pyaar Ka Punchnama 2,MOVIE,2015,PG-13,159,"comedy, drama, romance",IN,tt4430136,7.3,14968
Te3n,MOVIE,2016,PG-13,136,"thriller, drama",IN,tt4814290,7.3,12816
Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"drama, history",US,tt8771910,7.3,11586
Ishqiya,MOVIE,2010,R,115,"comedy, thriller, romance, drama",IN,tt1345777,7.3,10415
Petta,MOVIE,2019,,172,"drama, action",IN,tt8959820,7.3,9778
Unsolved Mysteries,SHOW,2020,TV-MA,49,"documentation, drama, thriller, crime",US,tt9642938,7.3,9391
On My Skin,MOVIE,2018,,100,"drama, european",IT,tt7121252,7.3,9159
Yuva,MOVIE,2004,PG,161,"action, drama, thriller",IN,tt0382383,7.3,8878
Deadwind,SHOW,2018,TV-MA,46,"drama, thriller, crime",FI,tt6616260,7.3,8762
Better Than Us,SHOW,2018,TV-MA,52,"scifi, drama",RU,tt8285216,7.3,8711
Shaitan,MOVIE,2011,PG-13,126,"action, crime, thriller, drama",IN,tt1836912,7.3,8414
The Shadow in My Eye,MOVIE,2021,,107,"drama, history, war",DK,tt9170516,7.3,8270
The Last Czars,SHOW,2019,TV-MA,45,"documentation, drama, history, romance, war",GB,tt7949606,7.3,8096
Stand by Me Doraemon,MOVIE,2014,G,90,"fantasy, animation, comedy, drama, family, scifi",JP,tt3331846,7.3,7812
I'm No Longer Here,MOVIE,2019,,112,drama,"MX, US",tt4323594,7.3,7727
The Man Who Feels No Pain,MOVIE,2019,PG,136,"action, comedy",IN,tt8055888,7.3,7700
Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,R,101,"comedy, crime",CA,tt1337032,7.3,7451
Tuca & Bertie,SHOW,2019,TV-MA,24,"comedy, animation",US,tt8036272,7.3,6724
Team Foxcatcher,MOVIE,2016,,91,"documentation, crime, history, sport",US,tt5598216,7.3,6496
The Circle,SHOW,2020,TV-MA,52,reality,US,tt9581768,7.3,6380
Jamtara \\u2013 Sabka Number Ayega,SHOW,2020,,29,"drama, crime",IN,tt11150912,7.3,6165
Dear Ex,MOVIE,2018,,99,"drama, comedy, romance",TW,tt8443704,7.3,6143
The Innocent Man,SHOW,2018,TV-MA,47,"documentation, crime",US,tt0914376,7.3,5883
Your Name Engraved Herein,MOVIE,2020,,118,"drama, romance",TW,tt10329134,7.3,5628
Bad Seeds,MOVIE,2018,,100,"comedy, european",FR,tt6708116,7.3,5407
Vampire Knight,SHOW,2008,TV-14,25,"scifi, romance, animation, action, drama, fantasy, horror",JP,tt1209393,7.3,5172
Greenleaf,SHOW,2016,TV-MA,42,drama,US,tt4971144,7.3,5158
Code Lyoko,SHOW,2003,TV-G,24,"action, fantasy, thriller, comedy, family, scifi, romance, animation",FR,tt0417311,7.3,5109
